Location,Period,Sexes,Alcohol,Tobacco,Suicide
Costa Rica,2015,Both sexes,4.76,10.8,7.9
Costa Rica,2015,Male,7.59,16.1,13.4
Costa Rica,2015,Female,1.96,5.5,2.4
Costa Rica,2010,Both sexes,4.8,12.8,8.6
Costa Rica,2010,Male,7.65,19,14.7
Costa Rica,2010,Female,1.97,6.7,2.5
Costa Rica,2005,Both sexes,5.42,15.2,7.9
Costa Rica,2005,Male,8.66,22.3,13.3
Costa Rica,2005,Female,2.21,8.1,2.4
Costa Rica,2000,Both sexes,5.55,18.2,7.3
Costa Rica,2000,Male,8.88,26.5,12.8
Costa Rica,2000,Female,2.25,10,1.7
Côte d’Ivoire,2018,Both sexes,2.71,13,NA
Côte d’Ivoire,2018,Male,4.3,24.3,NA
Côte d’Ivoire,2018,Female,1.05,1.6,NA
Côte d’Ivoire,2015,Both sexes,2.61,13.8,14.4
Côte d’Ivoire,2015,Male,4.14,25.6,20.5
Côte d’Ivoire,2015,Female,1.01,2,8.2
Côte d’Ivoire,2010,Both sexes,2.53,15.6,12.7
Côte d’Ivoire,2010,Male,4.01,28.5,18.3
Côte d’Ivoire,2010,Female,0.96,2.7,6.9
Côte d’Ivoire,2005,Both sexes,3.3,17.8,11.2
Côte d’Ivoire,2005,Male,5.21,31.7,16.3
Côte d’Ivoire,2005,Female,1.24,3.9,5.9
Côte d’Ivoire,2000,Both sexes,7.25,20.4,9.5
Côte d’Ivoire,2000,Male,11.37,35.3,13.7
Côte d’Ivoire,2000,Female,2.69,5.5,5
Croatia,2018,Both sexes,9.23,36.6,NA
Croatia,2018,Male,14.73,37.9,NA
Croatia,2018,Female,4.22,35.3,NA
Croatia,2015,Both sexes,9.07,36.3,17.8
Croatia,2015,Male,14.48,38.7,26.8
Croatia,2015,Female,4.15,33.9,9.4
Croatia,2010,Both sexes,10.08,35.6,18.6
Croatia,2010,Male,16.02,39.6,28.4
Croatia,2010,Female,4.69,31.6,9.4
Croatia,2005,Both sexes,10.31,35.2,20.2
Croatia,2005,Male,16.35,40.8,31.1
Croatia,2005,Female,4.82,29.7,10.1
Croatia,2000,Both sexes,12.45,34.9,21.3
Croatia,2000,Male,19.74,42,33
Croatia,2000,Female,5.86,27.8,10.4
Cuba,2018,Both sexes,5.83,27.1,NA
Cuba,2018,Male,9.25,39.7,NA
Cuba,2018,Female,2.44,14.5,NA
Cuba,2015,Both sexes,5.67,29.4,13.7
Cuba,2015,Male,8.99,42.3,21.8
Cuba,2015,Female,2.37,16.5,5.6
Cuba,2010,Both sexes,5.02,34.4,14.4
Cuba,2010,Male,7.96,47.7,22.7
Cuba,2010,Female,2.1,21,6.1
Cuba,2005,Both sexes,5.36,40.2,13
Cuba,2005,Male,8.55,53.7,19.4
Cuba,2005,Female,2.19,26.7,6.5
Cuba,2000,Both sexes,4.98,47.5,17.4
Cuba,2000,Male,7.97,60.9,24.7
Cuba,2000,Female,2,34.2,10
Cyprus,2018,Both sexes,10.81,36.7,NA
Cyprus,2018,Male,16.92,50.1,NA
Cyprus,2018,Female,4.76,23.3,NA
Cyprus,2015,Both sexes,10.76,37.5,4.9
Cyprus,2015,Male,16.84,52.1,7.3
Cyprus,2015,Female,4.75,23,2.5
Cyprus,2010,Both sexes,11.35,38.8,5.7
Cyprus,2010,Male,17.56,55.2,8.7
Cyprus,2010,Female,5.22,22.4,2.7
Cyprus,2005,Both sexes,12.43,40.6,2.6
Cyprus,2005,Male,18.98,59.3,3.7
Cyprus,2005,Female,5.76,21.9,1.5
Cyprus,2000,Both sexes,10.86,42.5,2.2
Cyprus,2000,Male,16.68,63.3,2.8
Cyprus,2000,Female,5,21.6,1.6
Czechia,2018,Both sexes,14.45,31.5,NA
Czechia,2018,Male,22.28,35.6,NA
Czechia,2018,Female,6.99,27.3,NA
Czechia,2015,Both sexes,14.25,32.1,13.7
Czechia,2015,Male,21.96,36.4,22.6
Czechia,2015,Female,6.91,27.7,5
Czechia,2010,Both sexes,14.06,32.9,15.4
Czechia,2010,Male,21.64,37.8,26
Czechia,2010,Female,6.86,27.9,5.2
Czechia,2005,Both sexes,14.76,33.7,16.5
Czechia,2005,Male,22.81,39.1,27.6
Czechia,2005,Female,7.25,28.3,6
Czechia,2000,Both sexes,15,34.8,17
Czechia,2000,Male,23.23,40.7,27.5
Czechia,2000,Female,7.36,28.9,7
Democratic People's Republic of Korea,2018,Both sexes,3.8,18.8,NA
Democratic People's Republic of Korea,2018,Male,6.29,37.5,NA
Democratic People's Republic of Korea,2018,Female,1.47,0,NA
Democratic People's Republic of Korea,2015,Both sexes,3.82,19.2,11.4
Democratic People's Republic of Korea,2015,Male,6.32,38.3,14.3
Democratic People's Republic of Korea,2015,Female,1.48,0,8.7
Democratic People's Republic of Korea,2010,Both sexes,3.78,19.8,11.9
Democratic People's Republic of Korea,2010,Male,6.25,39.6,14.6
Democratic People's Republic of Korea,2010,Female,1.47,0,9.3
Democratic People's Republic of Korea,2005,Both sexes,3.68,20.6,10.9
Democratic People's Republic of Korea,2005,Male,6.09,41.3,13
Democratic People's Republic of Korea,2005,Female,1.45,0,8.9
Democratic People's Republic of Korea,2000,Both sexes,3.52,21.7,10
Democratic People's Republic of Korea,2000,Male,5.82,43.4,12.3
Democratic People's Republic of Korea,2000,Female,1.4,0,7.9
Democratic Republic of the Congo,2018,Both sexes,2,NA,NA
Democratic Republic of the Congo,2018,Male,3.2,NA,NA
Democratic Republic of the Congo,2018,Female,0.83,NA,NA
Democratic Republic of the Congo,2015,Both sexes,2.05,NA,5.6
Democratic Republic of the Congo,2015,Male,3.28,NA,8.3
Democratic Republic of the Congo,2015,Female,0.85,NA,2.9
Democratic Republic of the Congo,2010,Both sexes,1.75,NA,5.5
Democratic Republic of the Congo,2010,Male,2.81,NA,8.2
Democratic Republic of the Congo,2010,Female,0.73,NA,2.9
Democratic Republic of the Congo,2005,Both sexes,0.86,NA,6.1
Democratic Republic of the Congo,2005,Male,1.38,NA,8.9
Democratic Republic of the Congo,2005,Female,0.36,NA,3.4
Democratic Republic of the Congo,2000,Both sexes,0.95,NA,6.6
Democratic Republic of the Congo,2000,Male,1.53,NA,9.4
Democratic Republic of the Congo,2000,Female,0.4,NA,3.8
Denmark,2018,Both sexes,10.26,18.6,NA
Denmark,2018,Male,15.78,18.4,NA
Denmark,2018,Female,4.86,18.7,NA
Denmark,2015,Both sexes,10.36,20.8,11.9
Denmark,2015,Male,15.95,21.1,15.5
Denmark,2015,Female,4.91,20.6,8.4
Denmark,2010,Both sexes,11,25.3,12.7
Denmark,2010,Male,16.94,26.4,16.8
Denmark,2010,Female,5.22,24.1,8.7
Denmark,2005,Both sexes,12.29,30.9,16.2
Denmark,2005,Male,18.88,33.4,21
Denmark,2005,Female,5.92,28.3,11.4
Denmark,2000,Both sexes,12.67,37.6,16
Denmark,2000,Male,19.46,41.8,22.9
Denmark,2000,Female,6.13,33.3,9.4
Djibouti,2018,Both sexes,0.43,NA,NA
Djibouti,2018,Male,0.75,NA,NA
Djibouti,2018,Female,0.12,NA,NA
Djibouti,2015,Both sexes,0.49,NA,6.4
Djibouti,2015,Male,0.86,NA,8.6
Djibouti,2015,Female,0.13,NA,4.1
Djibouti,2010,Both sexes,0.67,NA,5.2
Djibouti,2010,Male,1.15,NA,6.8
Djibouti,2010,Female,0.18,NA,3.5
Djibouti,2005,Both sexes,1.28,NA,5.9
Djibouti,2005,Male,2.2,NA,7.5
Djibouti,2005,Female,0.35,NA,4.3
Djibouti,2000,Both sexes,1.62,NA,5.8
Djibouti,2000,Male,2.79,NA,7.3
Djibouti,2000,Female,0.45,NA,4.3
Dominica,2018,Both sexes,11.18,NA,NA
Dominica,2018,Male,18.07,NA,NA
Dominica,2018,Female,4.57,NA,NA
Dominica,2015,Both sexes,11.32,NA,NA
Dominica,2015,Male,18.29,NA,NA
Dominica,2015,Female,4.63,NA,NA
Dominica,2010,Both sexes,9.65,NA,NA
Dominica,2010,Male,15.59,NA,NA
Dominica,2010,Female,3.95,NA,NA
Dominica,2005,Both sexes,8.72,NA,NA
Dominica,2005,Male,14.1,NA,NA
Dominica,2005,Female,3.55,NA,NA
Dominica,2000,Both sexes,8.38,NA,NA
Dominica,2000,Male,13.56,NA,NA
Dominica,2000,Female,3.4,NA,NA
Dominican Republic,2018,Both sexes,6.68,9.4,NA
Dominican Republic,2018,Male,10.66,11.2,NA
Dominican Republic,2018,Female,2.81,7.5,NA
Dominican Republic,2015,Both sexes,6.61,10.5,9.7
Dominican Republic,2015,Male,10.55,12.5,16.2
Dominican Republic,2015,Female,2.77,8.5,3.1
Dominican Republic,2010,Both sexes,6.11,12.6,8
Dominican Republic,2010,Male,9.75,14.8,13.1
Dominican Republic,2010,Female,2.54,10.5,3
Dominican Republic,2005,Both sexes,6.15,15.4,8.2
Dominican Republic,2005,Male,9.84,17.9,13.3
Dominican Republic,2005,Female,2.52,13,3.2
Dominican Republic,2000,Both sexes,7.19,18.9,9.1
Dominican Republic,2000,Male,11.49,21.7,15
Dominican Republic,2000,Female,2.94,16.2,3.2
Ecuador,2018,Both sexes,4.2,NA,NA
Ecuador,2018,Male,6.43,NA,NA
Ecuador,2018,Female,2,NA,NA
Ecuador,2015,Both sexes,4.98,NA,9.6
Ecuador,2015,Male,7.63,NA,14.3
Ecuador,2015,Female,2.38,NA,4.9
Ecuador,2010,Both sexes,6.16,NA,8.5
Ecuador,2010,Male,9.44,NA,12.3
Ecuador,2010,Female,2.94,NA,4.8
Ecuador,2005,Both sexes,5.81,NA,8.9
Ecuador,2005,Male,8.88,NA,12.7
Ecuador,2005,Female,2.77,NA,5.1
Ecuador,2000,Both sexes,5.96,NA,6.1
Ecuador,2000,Male,9.11,NA,8.4
Ecuador,2000,Female,2.84,NA,3.7
Egypt,2018,Both sexes,0.36,21.4,NA
Egypt,2018,Male,0.62,42.3,NA
Egypt,2018,Female,0.097,0.4,NA
Egypt,2015,Both sexes,0.4,21.3,3.8
Egypt,2015,Male,0.69,42.1,6
Egypt,2015,Female,0.11,0.5,1.5
Egypt,2010,Both sexes,0.36,21.2,3.6
Egypt,2010,Male,0.63,41.9,5.7
Egypt,2010,Female,0.1,0.6,1.5
Egypt,2005,Both sexes,0.29,21.3,3.4
Egypt,2005,Male,0.49,41.9,5.3
Egypt,2005,Female,0.079,0.8,1.5
Egypt,2000,Both sexes,0.25,21.5,3.3
Egypt,2000,Male,0.43,41.9,5.2
Egypt,2000,Female,0.069,1,1.3
El Salvador,2018,Both sexes,3.89,12.7,NA
El Salvador,2018,Male,6.57,22.8,NA
El Salvador,2018,Female,1.67,2.5,NA
El Salvador,2015,Both sexes,3.59,13.6,14
El Salvador,2015,Male,6.05,24.3,24.5
El Salvador,2015,Female,1.54,2.8,4.6
El Salvador,2010,Both sexes,3.31,15.1,10.8
El Salvador,2010,Male,5.56,26.9,18.1
El Salvador,2010,Female,1.42,3.4,4.2
El Salvador,2005,Both sexes,3.8,17,9.9
El Salvador,2005,Male,6.37,29.9,15.8
El Salvador,2005,Female,1.61,4.2,4.6
El Salvador,2000,Both sexes,3.86,19.1,13.4
El Salvador,2000,Male,6.44,33.1,20.9
El Salvador,2000,Female,1.62,5.1,6.4
Equatorial Guinea,2018,Both sexes,7.23,NA,NA
Equatorial Guinea,2018,Male,10.07,NA,NA
Equatorial Guinea,2018,Female,3.27,NA,NA
Equatorial Guinea,2015,Both sexes,9.08,NA,16.5
Equatorial Guinea,2015,Male,12.67,NA,23.8
Equatorial Guinea,2015,Female,4.16,NA,7.6
Equatorial Guinea,2010,Both sexes,9.2,NA,16.7
Equatorial Guinea,2010,Male,12.93,NA,24.9
Equatorial Guinea,2010,Female,4.33,NA,7
Equatorial Guinea,2005,Both sexes,8.91,NA,13.7
Equatorial Guinea,2005,Male,12.81,NA,20.4
Equatorial Guinea,2005,Female,4.22,NA,6.1
Equatorial Guinea,2000,Both sexes,7.45,NA,15.5
Equatorial Guinea,2000,Male,11.1,NA,24.4
Equatorial Guinea,2000,Female,3.32,NA,6
Eritrea,2018,Both sexes,1.44,7.2,NA
Eritrea,2018,Male,2.39,14.2,NA
Eritrea,2018,Female,0.5,0.3,NA
Eritrea,2015,Both sexes,1.42,7.9,8.1
Eritrea,2015,Male,2.37,15.5,12.5
Eritrea,2015,Female,0.5,0.4,3.7
Eritrea,2010,Both sexes,1.38,9.2,9
Eritrea,2010,Male,2.29,18,13.8
Eritrea,2010,Female,0.49,0.5,4.1
Eritrea,2005,Both sexes,2.08,10.9,10.4
Eritrea,2005,Male,3.44,21.2,15.4
Eritrea,2005,Female,0.74,0.6,5.5
Eritrea,2000,Both sexes,1.57,12.8,11.6
Eritrea,2000,Male,2.61,24.9,16.5
Eritrea,2000,Female,0.55,0.7,6.7
Estonia,2018,Both sexes,9.23,30.5,NA
Estonia,2018,Male,14.96,36.9,NA
Estonia,2018,Female,4.35,24.1,NA
Estonia,2015,Both sexes,12.39,32.1,15.8
Estonia,2015,Male,20.08,39.6,27.6
Estonia,2015,Female,5.87,24.5,5.3
Estonia,2010,Both sexes,12.39,34.7,18.3
Estonia,2010,Male,20.12,44.1,31.7
Estonia,2010,Female,5.89,25.3,6.6
Estonia,2005,Both sexes,15.65,37.7,22.5
Estonia,2005,Male,25.31,49.3,39
Estonia,2005,Female,7.55,26.1,8.3
Estonia,2000,Both sexes,9.57,41.1,29.5
Estonia,2000,Male,15.8,55.3,48.7
Estonia,2000,Female,4.35,26.8,12.7
Eswatini,2018,Both sexes,10.04,10.7,NA
Eswatini,2018,Male,17.02,19.1,NA
Eswatini,2018,Female,3.76,2.2,NA
Eswatini,2015,Both sexes,9.84,10.8,13.1
Eswatini,2015,Male,16.67,19,19.3
Eswatini,2015,Female,3.69,2.6,7.2
Eswatini,2010,Both sexes,6.82,11.1,11.9
Eswatini,2010,Male,11.58,18.9,18.2
Eswatini,2010,Female,2.55,3.4,6
Eswatini,2005,Both sexes,6.71,11.6,12
Eswatini,2005,Male,11.42,18.8,18.9
Eswatini,2005,Female,2.52,4.3,5.6
Eswatini,2000,Both sexes,7.46,12.3,11.6
Eswatini,2000,Male,12.79,18.9,17.5
Eswatini,2000,Female,2.82,5.7,6.1
Ethiopia,2018,Both sexes,2.36,4.6,NA
Ethiopia,2018,Male,3.91,8.3,NA
Ethiopia,2018,Female,0.83,0.9,NA
Ethiopia,2015,Both sexes,2.19,4.9,7.2
Ethiopia,2015,Male,3.64,8.8,11.2
Ethiopia,2015,Female,0.77,1,3.2
Ethiopia,2010,Both sexes,2.5,5.5,7.3
Ethiopia,2010,Male,4.16,9.8,11.3
Ethiopia,2010,Female,0.88,1.1,3.3
Ethiopia,2005,Both sexes,2.05,6.1,7.9
Ethiopia,2005,Male,3.41,10.9,12.1
Ethiopia,2005,Female,0.72,1.3,3.7
Ethiopia,2000,Both sexes,1.76,6.8,8
Ethiopia,2000,Male,2.93,12.2,12.2
Ethiopia,2000,Female,0.62,1.5,3.9
Fiji,2018,Both sexes,3.32,26.7,NA
Fiji,2018,Male,5.49,42.3,NA
Fiji,2018,Female,1.11,11.1,NA
Fiji,2015,Both sexes,3.33,27.4,5
Fiji,2015,Male,5.5,43.4,7.5
Fiji,2015,Female,1.12,11.5,2.4
Fiji,2010,Both sexes,3,29,4.8
Fiji,2010,Male,4.92,45.4,7.2
Fiji,2010,Female,1.01,12.5,2.4
Fiji,2005,Both sexes,2.78,30.6,3.5
Fiji,2005,Male,4.56,47.5,4.5
Fiji,2005,Female,0.95,13.7,2.4
Fiji,2000,Both sexes,3.24,32.7,4.3
Fiji,2000,Male,5.31,50.4,5.6
Fiji,2000,Female,1.12,15,2.9
Finland,2018,Both sexes,10.78,19.7,NA
Finland,2018,Male,16.77,21,NA
Finland,2018,Female,5.05,18.3,NA
Finland,2015,Both sexes,11.18,20.9,14.4
Finland,2015,Male,17.39,22.8,21.8
Finland,2015,Female,5.25,19.1,7.2
Finland,2010,Both sexes,12.59,23.4,18.9
Finland,2010,Male,19.53,26.1,28.4
Finland,2010,Female,6.01,20.6,9.8
Finland,2005,Both sexes,13.11,26.1,20.4
Finland,2005,Male,20.36,30,29.6
Finland,2005,Female,6.28,22.2,11.5
Finland,2000,Both sexes,11.69,29.1,24.6
Finland,2000,Male,18.31,34.2,36.8
Finland,2000,Female,5.49,24,12.9
France,2018,Both sexes,12.33,34.6,NA
France,2018,Male,19.18,36,NA
France,2018,Female,5.83,33.2,NA
France,2015,Both sexes,12.64,34.5,18
France,2015,Male,19.66,36.4,24.4
France,2015,Female,5.97,32.7,11.8
France,2010,Both sexes,12.4,34.5,20.2
France,2010,Male,19.31,37,27.7
France,2010,Female,5.86,32,13
France,2005,Both sexes,13.09,34.5,21.1
France,2005,Male,20.32,37.5,29
France,2005,Female,6.26,31.4,13.5
France,2000,Both sexes,14.08,34.6,22.3
France,2000,Male,21.79,38.5,30.5
France,2000,Female,6.8,30.7,14.4
Gabon,2018,Both sexes,8.74,NA,NA
Gabon,2018,Male,13.17,NA,NA
Gabon,2018,Female,3.97,NA,NA
Gabon,2015,Both sexes,9.57,NA,7.3
Gabon,2015,Male,14.4,NA,11.1
Gabon,2015,Female,4.37,NA,3.3
Gabon,2010,Both sexes,9.89,NA,6.9
Gabon,2010,Male,15.02,NA,10.5
Gabon,2010,Female,4.48,NA,3.1
Gabon,2005,Both sexes,9.36,NA,6.1
Gabon,2005,Male,14.45,NA,9.2
Gabon,2005,Female,4.3,NA,3.1
Gabon,2000,Both sexes,10.59,NA,6.7
Gabon,2000,Male,16.42,NA,10
Gabon,2000,Female,4.95,NA,3.5
Gambia,2018,Both sexes,3.55,14.4,NA
Gambia,2018,Male,6.07,27.3,NA
Gambia,2018,Female,1.16,1.5,NA
Gambia,2015,Both sexes,3.67,15.3,5.2
Gambia,2015,Male,6.26,28.9,6.7
Gambia,2015,Female,1.2,1.8,3.8
Gambia,2010,Both sexes,3.81,17.1,5.1
Gambia,2010,Male,6.5,31.9,6.7
Gambia,2010,Female,1.25,2.4,3.6
Gambia,2005,Both sexes,4.27,19.2,5.7
Gambia,2005,Male,7.26,35.2,7.1
Gambia,2005,Female,1.41,3.2,4.3
Gambia,2000,Both sexes,4.14,21.7,6.6
Gambia,2000,Male,7.01,39.1,8.1
Gambia,2000,Female,1.37,4.3,5.2
Georgia,2018,Both sexes,8.25,29.7,NA
Georgia,2018,Male,13.58,54.2,NA
Georgia,2018,Female,3.59,5.2,NA
Georgia,2015,Both sexes,9.61,30.4,8.1
Georgia,2015,Male,15.81,55.5,14
Georgia,2015,Female,4.2,5.3,2.7
Georgia,2010,Both sexes,9.67,31.6,6.9
Georgia,2010,Male,15.92,57.5,11.8
Georgia,2010,Female,4.28,5.6,2.3
Georgia,2005,Both sexes,6.39,32.7,5
Georgia,2005,Male,10.58,59.6,8.2
Georgia,2005,Female,2.8,5.9,2
Georgia,2000,Both sexes,4.41,34.4,6
Georgia,2000,Male,7.33,62.5,10.2
Georgia,2000,Female,1.9,6.2,2.3
Germany,2018,Both sexes,12.91,28,NA
Germany,2018,Male,19.9,29.9,NA
Germany,2018,Female,6.21,26,NA
Germany,2015,Both sexes,13.06,28.9,13.8
Germany,2015,Male,20.13,31.2,19.9
Germany,2015,Female,6.3,26.7,7.8
Germany,2010,Both sexes,12.64,30.3,13.7
Germany,2010,Male,19.61,33.1,20.6
Germany,2010,Female,6.03,27.5,7
Germany,2005,Both sexes,13.28,31.8,13.6
Germany,2005,Male,20.64,35.2,20.4
Germany,2005,Female,6.36,28.4,7.2
Germany,2000,Both sexes,14.16,33.6,14.7
Germany,2000,Male,22.01,37.5,22.1
Germany,2000,Female,6.84,29.7,7.7
Ghana,2018,Both sexes,2.75,3.7,NA
Ghana,2018,Male,4.4,7,NA
Ghana,2018,Female,1.17,0.4,NA
Ghana,2015,Both sexes,3.12,4,5.3
Ghana,2015,Male,4.99,7.6,8.5
Ghana,2015,Female,1.33,0.5,2.1
Ghana,2010,Both sexes,4.26,4.7,4.7
Ghana,2010,Male,6.86,8.7,7.5
Ghana,2010,Female,1.8,0.6,2.1
Ghana,2005,Both sexes,3.77,5.5,4.3
Ghana,2005,Male,6.04,10.1,6.7
Ghana,2005,Female,1.58,0.9,1.9
Ghana,2000,Both sexes,5.3,6.5,4
Ghana,2000,Male,8.42,11.7,6.1
Ghana,2000,Female,2.19,1.2,1.9
Greece,2018,Both sexes,10.18,39.1,NA
Greece,2018,Male,16.17,45.3,NA
Greece,2018,Female,4.46,32.8,NA
Greece,2015,Both sexes,10.49,40.6,4.8
Greece,2015,Male,16.64,47.1,7.8
Greece,2015,Female,4.61,34,1.9
Greece,2010,Both sexes,9.67,43.4,3.3
Greece,2010,Male,15.19,50.5,6
Greece,2010,Female,4.38,36.4,0.7
Greece,2005,Both sexes,10.73,46.7,3.5
Greece,2005,Male,16.69,54.4,5.7
Greece,2005,Female,4.94,39.1,1.4
Greece,2000,Both sexes,10.18,50.2,3.4
Greece,2000,Male,15.92,58.6,5.4
Greece,2000,Female,4.59,41.8,1.5
Grenada,2018,Both sexes,9.48,NA,NA
Grenada,2018,Male,15.07,NA,NA
Grenada,2018,Female,3.92,NA,NA
Grenada,2015,Both sexes,9.07,NA,1.1
Grenada,2015,Male,14.44,NA,1
Grenada,2015,Female,3.76,NA,1.1
Grenada,2010,Both sexes,8.31,NA,0.9
Grenada,2010,Male,13.24,NA,1.8
Grenada,2010,Female,3.47,NA,0
Grenada,2005,Both sexes,8.76,NA,2.7
Grenada,2005,Male,13.96,NA,4.9
Grenada,2005,Female,3.71,NA,0.6
Grenada,2000,Both sexes,9.8,NA,1.9
Grenada,2000,Male,15.73,NA,2.7
Grenada,2000,Female,4.13,NA,1.1
Guatemala,2018,Both sexes,2.45,NA,NA
Guatemala,2018,Male,3.97,NA,NA
Guatemala,2018,Female,1.04,NA,NA
Guatemala,2015,Both sexes,2.55,NA,3.1
Guatemala,2015,Male,4.14,NA,4.3
Guatemala,2015,Female,1.08,NA,1.9
Guatemala,2010,Both sexes,3.51,NA,2.9
Guatemala,2010,Male,5.7,NA,4.3
Guatemala,2010,Female,1.49,NA,1.5
Guatemala,2005,Both sexes,4.29,NA,3.2
Guatemala,2005,Male,6.99,NA,4.6
Guatemala,2005,Female,1.82,NA,1.8
Guatemala,2000,Both sexes,4.4,NA,3.2
Guatemala,2000,Male,7.17,NA,4.9
Guatemala,2000,Female,1.87,NA,1.6
Guinea,2018,Both sexes,1.11,NA,NA
Guinea,2018,Male,1.89,NA,NA
Guinea,2018,Female,0.34,NA,NA
Guinea,2015,Both sexes,1.07,NA,6.4
Guinea,2015,Male,1.82,NA,7.6
Guinea,2015,Female,0.32,NA,5.2
Guinea,2010,Both sexes,0.7,NA,6.6
Guinea,2010,Male,1.19,NA,8.1
Guinea,2010,Female,0.21,NA,5.1
Guinea,2005,Both sexes,0.77,NA,6.8
Guinea,2005,Male,1.31,NA,8.3
Guinea,2005,Female,0.24,NA,5.4
Guinea,2000,Both sexes,0.67,NA,6.3
Guinea,2000,Male,1.13,NA,7.2
Guinea,2000,Female,0.21,NA,5.4
Guinea-Bissau,2018,Both sexes,5.38,NA,NA
Guinea-Bissau,2018,Male,8.95,NA,NA
Guinea-Bissau,2018,Female,2.01,NA,NA
Guinea-Bissau,2015,Both sexes,5.05,NA,3.9
Guinea-Bissau,2015,Male,8.4,NA,4.6
Guinea-Bissau,2015,Female,1.89,NA,3.3
Guinea-Bissau,2010,Both sexes,4.47,NA,4.2
Guinea-Bissau,2010,Male,7.46,NA,4.9
Guinea-Bissau,2010,Female,1.69,NA,3.4
Guinea-Bissau,2005,Both sexes,5.31,NA,4.4
Guinea-Bissau,2005,Male,8.87,NA,5
Guinea-Bissau,2005,Female,2.02,NA,3.9
Guinea-Bissau,2000,Both sexes,4.15,NA,5
Guinea-Bissau,2000,Male,6.9,NA,5.7
Guinea-Bissau,2000,Female,1.59,NA,4.4
Guyana,2018,Both sexes,6.89,12.2,NA
Guyana,2018,Male,11.02,22.1,NA
Guyana,2018,Female,2.73,2.2,NA
Guyana,2015,Both sexes,7.35,13.8,29.1
Guyana,2015,Male,11.8,25,43.4
Guyana,2015,Female,2.92,2.5,14.5
Guyana,2010,Both sexes,6.78,17.1,26.8
Guyana,2010,Male,10.97,31,39.9
Guyana,2010,Female,2.67,3.2,13.6
Guyana,2005,Both sexes,7.98,21.4,24.4
Guyana,2005,Male,12.89,38.7,35.9
Guyana,2005,Female,3.16,4.2,12.8
Guyana,2000,Both sexes,8.98,26.9,23.4
Guyana,2000,Male,14.53,48.3,34.6
Guyana,2000,Female,3.6,5.4,12.3
Haiti,2018,Both sexes,2.73,8.3,NA
Haiti,2018,Male,4.47,13.3,NA
Haiti,2018,Female,1.07,3.3,NA
Haiti,2015,Both sexes,2.69,8.8,11.7
Haiti,2015,Male,4.4,13.9,17
Haiti,2015,Female,1.06,3.6,6.5
Haiti,2010,Both sexes,2.99,9.7,10.2
Haiti,2010,Male,4.89,15.1,14.8
Haiti,2010,Female,1.19,4.3,5.7
Haiti,2005,Both sexes,3.86,10.9,9.5
Haiti,2005,Male,6.31,16.6,14.1
Haiti,2005,Female,1.54,5.2,5
Haiti,2000,Both sexes,3.97,12.4,8.7
Haiti,2000,Male,6.51,18.5,13.1
Haiti,2000,Female,1.59,6.3,4.4
Honduras,2018,Both sexes,3.76,NA,NA
Honduras,2018,Male,6.07,NA,NA
Honduras,2018,Female,1.5,NA,NA
Honduras,2015,Both sexes,3.49,NA,2.8
Honduras,2015,Male,5.64,NA,4.2
Honduras,2015,Female,1.4,NA,1.5
Honduras,2010,Both sexes,3.59,NA,2.5
Honduras,2010,Male,5.81,NA,3.6
Honduras,2010,Female,1.45,NA,1.3
Honduras,2005,Both sexes,3.88,NA,2.5
Honduras,2005,Male,6.27,NA,3.6
Honduras,2005,Female,1.57,NA,1.4
Honduras,2000,Both sexes,3.5,NA,2.3
Honduras,2000,Male,5.66,NA,3.4
Honduras,2000,Female,1.42,NA,1.3
Hungary,2018,Both sexes,11.35,30.6,NA
Hungary,2018,Male,18.1,34.8,NA
Hungary,2018,Female,5.38,26.4,NA
Hungary,2015,Both sexes,11.6,31.9,20.3
Hungary,2015,Male,18.5,36.3,31.6
Hungary,2015,Female,5.51,27.5,10.1
Hungary,2010,Both sexes,12.09,34.2,26
Hungary,2010,Male,19.26,39,42.1
Hungary,2010,Female,5.8,29.5,11.4
Hungary,2005,Both sexes,14.56,37,26.7
Hungary,2005,Male,22.96,42.2,43.1
Hungary,2005,Female,7.19,31.8,11.8
Hungary,2000,Both sexes,14.27,40,32.5
Hungary,2000,Male,22.53,45.8,51.5
Hungary,2000,Female,6.99,34.3,15.3
Iceland,2018,Both sexes,9.12,13.8,NA
Iceland,2018,Male,13.9,13.9,NA
Iceland,2018,Female,4.34,13.7,NA
Iceland,2015,Both sexes,8.74,15.7,14
Iceland,2015,Male,13.33,16,22.3
Iceland,2015,Female,4.15,15.4,5.7
Iceland,2010,Both sexes,7.5,19.4,13.3
Iceland,2010,Male,11.44,20.1,20.5
Iceland,2010,Female,3.53,18.6,6
Iceland,2005,Both sexes,7.74,24.3,12.2
Iceland,2005,Male,11.82,25.7,15.9
Iceland,2005,Female,3.67,22.8,8.5
Iceland,2000,Both sexes,7.03,30.3,16.2
Iceland,2000,Male,10.8,32.8,25.5
Iceland,2000,Female,3.29,27.7,6.9
India,2018,Both sexes,5.54,27,NA
India,2018,Male,8.99,42,NA
India,2018,Female,1.88,12.1,NA
India,2015,Both sexes,5.54,29.6,16.5
India,2015,Male,8.99,44.6,18
India,2015,Female,1.88,14.5,14.9
India,2010,Both sexes,4.35,34.8,16.5
India,2010,Male,7.06,49.8,17.7
India,2010,Female,1.47,19.7,15.2
India,2005,Both sexes,2.33,41.3,17.6
India,2005,Male,3.78,55.8,18.1
